param1,param2,num,Description,obs_type,value,Id,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223259,A2A4WXW2F64TBI,Phosphor Essence,0,0,5,1258329600,The richest tasting hot cocoa I've ever tasted.,I bought a can of Stephen's hot cocoa over 5 years ago not realizing how good it was going to be. After I drank the first few cups I was hooked and could not find it anywhere again. I ordered it directly from the company for several years and even took several cans to the UK with me when we moved over taking care to make them last. I'm very glad to find this brand on amazon as it's rich flavor surpasses all others I've tried. If you love dark chocolate this is it. I haven't tasted the other flavors but would be willing to bet they are just as good. I may order some for stocking stuffers for Christmas.<br /><br />I also like that this comes in a can with a scoop so you can make it more or less chocolatey as you like or adjust the amount of powder for the size of your mug/cup. The pre-measured packs that most hot cocoa comes in are supposed to be for an 8oz cup and most mugs are 12oz so 2 packets is too strong and one only fills your mug half way. If you'd like very rich hot chocolate you can use 1/2 milk and 1/2 water. You really don't need marshmallows.
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223258,A3NXNY3NOQW0O0,B. Rock,0,0,5,1259539200,Great taste,"I am on my second can, I ordered the case of 6 and I keep it hidden from the grandkids.  I never thought you could have good tasting dark hot chocolate.  I just heat a cup of water in the microwave for 80 seconds and add the chocolate.  It dissolves completely with stirring."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223257,A1W46G8R5DNSO6,"S. Baum ""Voratious reader""",0,0,5,1259884800,The best hot cocoa mix ever!!!,"This is by far the best hot chocolate I've ever tasted!  All the other flavors are good, especially the raspberry, but this one is my favorite.  I use just hot water, and it tastes rich and creamy!"
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223256,A108QRHOAW6PYQ,"Katherine Alexander ""kri_key""",0,0,5,1260230400,So good I order it online!,"This is my absolute FAVORITE hot chocolate! Stephen's Gourment Hot Cocoa is all over Utah, but I have been unable to find it anywhere else.  I love it so much that I even pay shipping and handling so that I can enjoy it all the way on the east coast, too.  It's SO good! I look forward to it every year."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223255,A3A90CELVLOUP6,"Nanciejeanne ""Enjay""",0,0,4,1260489600,Not exactly sure how to rate this,"I bought this mostly based on the reviews. I really wanted hot chocolate from Stephen's, but amazon didn't have it. I stumbled across this and thought I would try it. It is white, even though ""cocoa"" is in the title...in case you didn't figure that out! I did realize it wasn't chocolate, but didn't really know what to expect.<br /><br />The best way I can describe it is that it tastes like a vanilla milkshake, but hot! I happen to love vanilla milkshakes way more than chocolate ones (but hate drinking milk, go figure), but somehow, I haven gotten used to this product after about a week. I have 6 cans now, so I have many more opportunities to try! It may just be that I sort of mentally ""expect"" hot chocolate and I have to retrain my slow brain! It is interesting and different, and I still drink it, and almost like it, but still would pick pick the hot chocolate over this. Definitely worth a try if you like vanilla."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223254,A2DQSVSRB0BI10,J. Bell,0,0,5,1264723200,A definite favorite,Delicious taste---just like a chocolate covered cherry.  I especially like it added to coffee. Will give as gifts this year!
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223253,A2ZIBOQJ2L1H4W,Jennifer Gudmundson,0,0,5,1275955200,Totally hooked....,"I ordered this about a year ago and have repeatedly ordered it since. Everyone I have shared it with has loved it so much they have also gotten right on Amazon and ordered it also. I mix it in my coffee, and when I am feeling particularly naughty, top it off with whipping cream. Delicious!!!!!"
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223252,A12OWMOLW72GBN,"Packdad ""Packdad""",0,0,5,1282521600,Stephens Hot Hazelnut Hot Chocolate,"This is simply the best hot chocolate mix I have ever used.  The flavor is wonderful, whether you like hazelnut or not (the hazelnut flavor is subtle.) It tastes like you made it from scratch rather than a mix.  It's difficult to find, so locating it on Amazon was a great find."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223251,AI0X4T8C63J2,K. Swanson,0,0,5,1292630400,Soooo good!!!  Perfect!!!,"I also tried the Cherry Chocolate and Peanut Butter Cup flavors and they are amazing!  So thick and creamy, especially if you make it with a little milk!  What I really like is that they aren't overly sweet, and that it mixed together very well, unlike most brands that just clump up and stick to the spoon.  Definitely my favorite hot chocolate!  The cider flavors are great too!"
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223250,A217RWSFWVBD6T,"D.T. ""music_monger""",0,0,5,1323648000,Yummy and warm in my tummy!!!,"Make per directions and use half & half to top off for richer taste, maybe a little whipped cream topper and you have have a melt in the chair, soft spot, where visions of sugar plums and the like may begin to dance in your heads.  Yummy and so delicious.  I've purchased twice, first at near $13-each for two, then near $5-each for six of them - chalk it up to when you're buying!  I should make clear that I do not regret my initial purchase, I was merely showing an example when timing can play a part in the value of this kind of transaction.  Please allow me to elaborate that I initially selected Chadwell Retail sellers as I was trying the product, and it seemed reasonable given the value for two to select them to complete my purchase.  I have no qualms with the seller and would openly consider their services on this open market again as the purchase made sense.  Thank you for reading this far and for your consideration in advance."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223249,AI13RM4X048SG,Sherry,0,0,5,1326326400,Stephen's Gourmet Hot Cocoa,"Purchased original can at Walmart. Of course, during the holidays - it wasn't always there. I got on Amazon.com and found a really good deal on it. My family & I LOVED it thru the holidays and will be taking a canister of it with us when we go camping and using it year round. Good good product & taste!"
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223248,A34MS72A45UK2D,Donn Hilton,0,0,5,1326326400,Stephens Gourmet NSA Hot Chocolate,"If you've read the other reviews about Stephens hot chocolate, well, the same for this one. It tastes rich and good. I'm diabetic type II and there is nothing else in hot chocolate that comes close without being loaded with sugar. Diabetes really narrows the field when it comes to things you can eat or drink so am glad that Stephens makes this product. In every shiny white cloud there is a bit of soot hiding somewhere. The lump of coal is that they don't sell it in Canada and won't ship across the border. That is so sad. Canadians having to deal with yet another item they can't get. Not sure why this is whether US government, Canadian border guards with a grudge, or Stephens just don't want extra paper work. Thank goodness for friends who go on trips down south and bring it back for me. Good stuff."
regular,discrim,B002BCFI70,"Stephen's Gourmet Hot Cocoa, Candycane Cocoa",median_pt,7.805575,223247,A3RHPBNP2N9RJB,"Dolce Viognier ""Dolce Viognier""",0,0,5,1329868800,Real Candy Cane Shavings In This!,"This is the best candy cane cocoa, and it has real bits of candy cane. Don't worry, it's not totally sharp... Most of it dissolves in the liquid.<br /><br />I mix my cocoa with a battery operated frother, which uses every single bit of cocoa, so there is not a single bit of cocoa on the bottom.<br /><br />After, it's really a pepperminty cup of chocolate that is very lovely. Refreshing, I'd say.<br /><br />This is a must with milk, though I think you can do it with water... but milk is best to get the full flavor effect."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104014,A3KZLIEGCSSM5L,"1104 ""Sublime Siren""",1,1,4,1325894400,"amber, not golden","Tea is ok. I expected it to be nasty (earthy) but it was fine. I usually pair it with other teas (rose hips/hibiscus blend, chamomile, mullein leaf, etc, not all at once). Even alone, it's an amber color, not golden imo. I would purchase again, received 100 bags for just over $4."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103989,A3CAC9SWUK3WEA,Francesca Galassi,21,22,5,1271635200,great tea,Good price and great taste. You can tell it is organic and of good quality. I will definitely buy it again and probably even try the white tea as well.
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103988,A1QH5ILVG45J6Y,Sharina,29,31,5,1300492800,Yummy Weight Loss?,"OK - So I admit, I bought this for the possibility to lose weight with zero effort. I am not overweight at all but have ZERO muscle and a few curves I am not proud of. Anyway, my hopes were low but I figured I would have a healthy caffeinated tea in the long-run. So I have been drinking it for 2-3 weeks now and I don't think the scale is lying but I have lost about 5 lbs. Now, I understand that many factors could have caused this but I am pretty sure my eating habits have stayed the same. I still don't drink coffee or soda and I definitely don't exercise. I have not been drinking as much alcohol as I was during Football season so I know that might be a factor.<br /><br />Bottom line is that I know anything could have caused the weight loss but the only thing that I have done drastically different is drink 1-2 cups of this tea per day. It tastes great (hot not cold or warm), gives me a healthy pep and focus, and I have not seen the scale consistently this low in a couple of years. Not to mention is comes nicely packaged. You can't go wrong here and I highly recommend it."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103999,A1ZPY91VE3IDN1,J. Offenbach,3,3,5,1329782400,Addictive Oolong that doesn't break the bank,Prince of Peace has hit it out of the ballpark with this economical organic Fujian Oolong tea in unbleached bags.  This is consumed throughout the day in my home and we are not in the least bit jittery as often happens with the semi-fermented type of tea that nears black in its caffeine content.  Amazon offers the best price so far and we highly recommend the Prince of Peace Organic Oolong in the 100 count box!
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104015,AAIWKXN8NMLOC,"Shan ""runner_girl123""",1,1,5,1317945600,Great Organic Tea at a Great Price!,I bought this tea to use when brewing my own kombucha. The tea is great quality and tastes great too. My kombucha loves it as well! The price can't be beat for a quality organic tea.
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103998,A1Q4M7TN3SYSX3,Jeffrey L. Watson,3,3,5,1343347200,Nice tea,"I'm not a huge tea drinker (coffee every day) but I do enjoy black tea, Earl Grey, and Chai tea. This tea is nice addition. I bought it because I'd heard good things about it including Dr. Oz recommending it. At that point it was a question of which of the many oolongs on Amazon do I buy. I bought three. They are all very similar in flavor, require a touch of sweetener for my tastes but are very good. They are all a bit subdued in flavor with this one being the lightest. I've never had oolong tea in a restaurant so I can't compare to that but I didn't find it to taste like dirt."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104017,A1WOGZAIN6A1HV,tangerine,0,0,5,1349136000,delicious,"I live in a remote area and my local grocers stopped selling chinese resteraunt tea. I had been looking for a while, then I read online that oolong tea is supposed to help with weight loss. I cannot vouch for this but it does speed up the metabolism, and tastes just like the tea from a chinese food place that you love, so you can have some with your delivery food or p.f. changs from the freezer, delish"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104016,A3VTBY1F2KM3SE,JSK,2,3,4,1344643200,Good oolong for the price,"This review is for PoP Oolong tea bags. My tea background was first drinking Indian milk tea using black loose tea, milk, spices, and sugar. I added far-Eastern teas (non-milk varieties) in my search for a quicker tea to brew (milk tea needs more time to prepare). I am on my 3rd box of PoP Oolong tea. The tea is not like black or green teas. Be prepared for a bitter taste but with a sweeter aftertaste. Like black teas, this produces some kind of coating feeling on the tongue, almost similar to eating an unripened banana. It is somewhat woody in taste and smell (maybe a bit flowery. It may also be slightly sour, but less than some green teas. I have tried whole leaf oolong from a Chinese shop and that was more like green tea. If you can afford more expensive oolong teas, then you might get better quality. For the price, you're getting a good deal. I also think that the batches vary so sometimes you might get a stronger, bitter flavor but if you experiment with the brewing, you might get your desired flavor.<br /><br />To brew this PoP Oolong tea, realize that ground tea in bags will release their flavors much faster. My solution is to boil some filtered water. After bringing to a boil, I turn off the stove and add 1 cup (237 mL) hot water to the tea bag. Then wait ~30 seconds (or golden brown color appears)and remove the bag. The first cup usually extracts most of the caffeine and is the most bitter and strong taste. Now I can brew with another cup of the hot water. I can brew around 4 cups with the colors being golden brown, golden, light green, and very light green. It is best to brew by the color and not the time. If you leave the bag in too long, it will be terribly bitter.<br /><br />Tea brewing is an art and science, as many other things in life are. Please refer to the science of solvent extraction for a better idea. Basically, you are extracting the tea's aromatic compounds into the water. The flavor of the brew are mainly affected by water quality, extraction time (the time in water), and water temperature. You have to experiment with this for your preferred flavor. Sugar is absolutely not necessary, if prepared correctly."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104013,A1YFTH7Y5TN7MV,yrw2004,1,1,5,1329696000,Taste better than it sounds!!!,"I was expecting this tea to have somewhat of a bitter taste to it just because of its name.  Boy was I WRONG!!!  This tea can easily be consumed with or without sugar.  I prefer it without sugar, but when I want a sweet taste to it, I'll just add one packet of Sweet & Low.  My energy picks up in about 30 minutes (after drinking the cup of tea) and lasts for approximately 2 hours!!!  You can't beat that at all!!!  Doesn't give me the caffiene jitters that my coffee does.  Now I just substitute one cup of coffee for one cup of Oolong Tea!!!"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104012,AZMTLJG68V5M0,"Veronica M. Robertson ""Veronica""",1,1,4,1335830400,Not bad!,"I love Oolong tea, and have had the pleasure of drinking a great quality loose leaf Velvet Oolong.  I was a bit apprehensive about ordering Oolong tea bags for that reason.  The pricing on this product was too good to pass up, so I thought I would give it a try.  It is not bad at all.  The aroma is not as rich as a good loose leaf tea, but this tea is very flavorful.  Quite delicious actually.<br /><br />One tea bag provided several cups of good rich tea.<br /><br />I am very happy with my order, and I would highly recommend if you are looking for an Oolong bagged tea.<br /><br />Thank You!"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104011,A21PYO4ZBINR4N,"Cheryl Wunderlich ""Sheri Wunderlich""",1,1,5,1338940800,Love this tea!,"I just fell in love with Oolong tea.....the service is great too!  I have been drinking this tea for about a year now, and could not ask for any better service."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104010,A3DRLJ6IOL3Z48,Maria J. Addison,1,1,5,1345939200,Love this tea!,"Best flavor. I got all my friends hook up on this tea. Plus, is healthy. What else do you want from a tea?"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104009,A3N3AY83L6GPIP,Lady Kayura,1,1,5,1347408000,Very tasty,"Yes it is a little ""earthy"" (not like dirt as another review) but I like it.  It's very refreshing, and works wells to take off excess water weight.  I do not know if it helps burn fat, but that's not why I drink it.  I drink it because it tastes good."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104008,A1ICMGFH35TU2Y,Amazon Queen,1,1,5,1349654400,Best oolong tea ever,"I love this tea, it is awesome. I actually was sick and the only tea I had in my house was green and oolong tea. I decided to take the oolong tea and I was shocked that I was feeling better internally and externally, my clothes was fitting me differently. My appetite was curbed alot. I hardly was hungry. I honestly drink 4-6 cups of this tea a day and still drinking it till this day. I haven't hopped on the scale yet I am going to wait until next month to see how much weight I have lost. Since my cold is over with I will start back going to my Zumba classes this week and I am pretty sure the results will be more outstanding. And of course eating clean that is the most important factor when losing weight. So I decided to have 2 cups of oolong tea before each meal. I will have oolong tea in my diet forever. It is a must especially if you want to lose weight and don't forget the fabulous health factors also."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104007,A19F42AZWHDT5D,jovo,15,21,3,1219708800,Tastes 'earthy'.,"Uh, this tea takes some getting used to.<br />At first I was a little disappointed in the taste but it does grow on you.<br />It has an 'EARTHY' taste and that's just the nicest word I could come up with to replace the word DIRT.  It actually tastes like dirt.<br />(I guess what I mean is that it TASTES the way dirt SMELLS.)<br /><br />Except for the dirt that I've actually eaten and it does taste a lot like that.<br />Nah, it just needs something.<br />Like honey or some other sweetener and then it's pretty good.<br />Then it tastes like SWEET dirt.<br />I swear I'm not trying to be funny.  It's just an interesting flavor.<br />I have steeped it several different ways (sometimes with another flavor of tea) for variety.<br />Like I said, now that I'm 'used' to it, it's actually pretty good. But my senses always take me directly to DIRT when I take that first sip.<br /><br />Enjoy! :)"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104006,AN1LKBDOD4V3D,"big lar ""creative thinker""",2,2,5,1320105600,Great Tasting Tea,Looking for great tasting chinese  restaurant quality  tea? This is it. I searched everywhere and this is the best I have found.<br />It is also the best price and of course that is what I  have come to expect from Amazon.Also the fastest delivery.
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104005,A158EJOSW5J8Z2,Krystal A. A. Bunting,2,2,5,1325289600,Great Tea.,"I bought this tea after reading the splendid reviews.. and EVERY 5 STAR review was absolutely on the spot! :) I love oolong especially this one because there is no awful aftertaste, just clean tea! It is just as great as the loose tea leaves but in a more convenient package. Ohh I am in love I drink 3 to 4 cups every day. Love love love :)"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104004,A19FNA8RW6EMEF,Vanessa,2,2,4,1331769600,"Great tea, questionable bag quality","I purchased this tea a few months ago, and have been loving the flavor of it. However, of the 40 tea bags I've used, 4 have not been completely sealed along the side of the tea bag, causing tea to spill everywhere when I open the package or to leak pieces of tea leaves into my cup. With the price and taste, the tea's certainly still worth it, but you may need to be careful when you open the individual tea bags!"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104003,AVTQB8FI2KW8Q,Annie M daffodils,2,2,5,1340236800,Soothing tea,"My doctor recommended that I drink oolong tea with buckwheat honey twice a day to soothe coughs.  This tea is excellent, packaged nicely and reasonably priced.  I plan to buy all the tea I use from this vendor."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104002,A1235NDB5V04JW,K. Wolf,2,2,5,1343001600,Good tea,"I'm not much of a tea connoisseur and I had never tried Oolong before, but I really like this stuff.  Basically, if you like the tea that most Chinese restaurants serve, you'll like this.  I was surprised when I made that connection."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104001,A2IR3XTD4Y1EH1,PocketsErrant,2,2,4,1343260800,Excellent,"Ordered for a friend.  The Friend in question is not a tea drinker but he does oddly enough love a good cup of Oolong tea every now and again.  He raves about how great this Tea is, not one to drink tea myself, but I'm glad he enjoys it."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104000,A38Y8IK359ZB6D,Sheri Morris,3,3,5,1317427200,Great Tea,"Great tea. Hard to find in stores. Or if you do find it,it's in smaller quantities & much more expensive."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103997,A2IQ6C3P6TPQ5T,"G ""Silvervish""",6,6,5,1232323200,Fantastic Tea!,"This is one of the best teas I have had.  I have tried a variety of Oolong teas, and this is by far the best flavored Oolong tea I have had.  It is rich without being strong, and smooth.  Add a bit of skim milk or soy milk to give it just a touch of sweetness.  The Prince of Peace Organic White Tea is also a superior tea.  These are sold at reasonable prices."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103996,A7LV6HL5NL8YY,valhowells,6,6,4,1319673600,Delicious tea at a great price,I found this tea at my health food store about a year ago. I bought it to make kombucha but I enjoy drinking it as well. I recently looked for it at the store and it was missing. I'm glad I found it at Amazon. The price is close to what I paid at the store.<br /><br />I have tried many different oolongs from an online tea company. This tea is characteristic of the biscuity quality found in many oolongs. It isn't astringent. Sweetener is not needed. It is a very good tea for every day.
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103995,A30WFXV4MIAZU9,Library Lady,9,9,5,1326067200,Great tasting & good quality,"You can find this tea for just over $5.00 in many Asian food markets.  It is well worth the cost.  This is a great tasting tea.  I have had some oolong/wulong teas that tasted like steeped twigs.  This is not one of them.  If you steep this tea for less than 3 minutes, you can still get a good tasting cup of tea from a second brewing with the same tea bag.  If you don't microwave (or boil) your tea water with the tea bag in it, you can even get a pretty decent third cup of tea!  You'll find that when you are brewing a pot of tea for yourself & friends, you will only need 1 or 2 bags to make a whole pot!"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103994,A1RH1D58EN35EX,alhaytham,13,14,5,1316908800,A Great One!,"For those who are looking for a good Oolong tea, I think this one is truly good and ideal. It is perfect for the quality and the price, and also for the GREAT material that is used for making the teas' bags. Oolong tea is the best tea for our health, and this one is worth every penny."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103993,A3WHCNJEEWB2Z,Stan,10,10,5,1302220800,Excellent,"I always enjoy Oolong Tea when we go to Chinese restaurants, maybe 3 teapots full each time between my wife and I. This tea offers all I enjoy in the tea + Organic & each teabag is individually wrapped. A Great Purchase on my part."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103991,AELL37SY6YIYO,jak-uv-ol-traids,14,15,5,1234051200,Great tea once you acquire the taste for it,"One review said this tea tasted like dirt which, in all respect, tastes more like grass that has been in dirt.  As funny as that review was, Oolong tea is an acquired taste much like coffee or other teas.  Once you've acquired the taste, it's actually one of the better oolong teas I've tasted and probably one of the most genuine.  You get 100 bags for under $10; you can't beat that."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103990,A2FLG6P1M02MDW,E. Wood,25,27,5,1267142400,LOVE THIS TEA,"this tea helps me not to snack at work during the day, no chips, cookies, etc, drink this tea straight , no sugar, no cream and it helps slim your waistline, love this tea, this is my 3rd box !"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,103992,A21H1LMWS0BT8H,"Chandra S. Garre ""confused""",10,10,5,1326585600,Best oolong,"This is the best oolong tea i ever drank. There might be better ones out there, though to me this is the best. I keep it in for more than 5 minutes too, still it never gets bitter. It is a great taste that makes me feel like drinking it many times a day ! very good purchase."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104035,AJBHX37AAYPS,A. Lee,1,12,1,1223078400,NEVER GOTTEN MY ORDER,i have not gotten my order or heard anything from the seller even after sending out 2 emails
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104034,A1XQN5XSDCRMAH,syg,1,5,1,1337990400,terrible,"If you are looking for a cup of tea with no real flavor, please buy this. I am an avid tea drinker; Oolong tea has a pleasant aroma of oriental spices and good flavor that dosent require added sweeteners. If you enjoy a good cup of tea, this is not the product. This tea seems like a combination of cheap teas, none with a hint of oolong. The tea even gave me a headache! The price of Oolong tea usually ranges between $5.00 to $7.00 for 20 tea bags depending on geographical area of the country. I should have known that $4.95 was too good to be true. They wont go to waste; tea bags are great for soaking tired aching feet after a run or treating foot fungus.  Certainly not organic!"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104033,A35J6DQOI3FMSK,shawna,0,3,1,1338163200,Boooo!!,I was so immensly disappointed.  I was hoping to get the same tea that they serve in the chinese restaurants and kept being told that it was oolong tea.  I finally found it on Amazon and to my disappointment it did NOT taste the same!  Actually it was a bit bitter and now I have all of this tea I know it will take me forever to drink because of the flavor..  Was not happy..  :(
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104032,A3M8XP5X1MKZME,classyg,1,2,5,1314748800,Great!!,"I received expedient service for this product, in addition to finding a tea th<br />at is good and beneficial to me health."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104031,A2W4RISURIJ1VN,"F. Hunter ""Music Lover""",1,2,5,1314835200,Healthful Tea,"There were some issues with the initial order, but it has been resolved.  This product is important to my health and am glad to finally receive it.  This tea is good for my blood pressure and energy."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104030,ASHKZADM38FZY,zink,1,2,3,1344729600,Hated the taste,"This tea has a really bad taste to it, bought it for weight loss, it didn't help. had all the other teas dr oz recommended too. no weight loss, in fact i think i gained weight while drinking teas all through the day as suggested by dr oz. but you have to remember that caffeine makes your pancreas put out more insulin which in turn makes you hungry :("
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104029,AL14H3GPFWQ0Z,Matt,0,0,4,1330819200,"Great tasting, SUPER EXPENSIVE","I have really enjoyed drinking Oolong Tea, but I found this Tea at my local Chinese Market for half the price. Everyone I have ever shared this Tea with has fallen in love with it as well."
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104028,A3C286UHNF4JE6,Meka,0,0,5,1331510400,Nice relaxing tea!,"This tea can taste good with or without sugar. You can taste the quality of the tea, I have purchased this tea a few times. I love this tea!"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104027,A1QX1DQ6KNBLI6,"K. Crafton ""Infinite""",0,0,5,1333238400,Yum,"This is one of the best teas I've ever had. It is perfect by itself - does not require any sugar, honey, milk, apples, or pvc. I am no expert on Oolong teas, but this has a very earthy flavor that is terribly pleasant. Very recommended!"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104026,A1VYPS4GYWHG8H,grassman,0,0,5,1335398400,Would recommend to a friend,"Product came exactly as described.  100 - individually packaged 2g bags of organic oolong tea.  Cannot beat for the price.  shipped quickly, great taste, even better price.  I am a satisfied customer, looking forward to buying again, but may take a while to go through 100 tea bags! great product"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104025,A2538LMME8Q5KC,ljt2520,0,0,5,1336262400,Tasty tea is a delightful bargain,The tea tastes great and the giant box is a bargain compared to the over priced smaller boxes in grocery stores.
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104024,A2MYQ7FEVH7D57,"B. Jane Dye ""Bev""",0,0,5,1337299200,Oolong tea,Great value for a organic oolong tea.  This is a smooth and mellow tea that is wonderful whether served hot or iced.
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104023,A1WIWMM3XTQ7K6,Nmendoza,0,0,5,1337904000,Finally the right Tea!,Great tea...tastes fresh and I like that each bag is indivially wrapped.  Super buy!  This tea is good alone or with a meal.  I would recommend to others.
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104022,ACJX1MKTM7UW3,"CDHiebel ""Avid Reader from Alabama""",0,0,5,1338508800,Chinese restaurant tea,"I have tasted both Green and Oolong Prince of Peace teas.Both are clean,non-dusty , teas that our Asian restaurants in the Montgomery area favor.The oolong is a very light Black tea. I often blend it with another Black tea to give it more of a traditional souther tea flavor because I drink it cold . Oolong is supposed to have more anti-oxidants, however I prefer the stronger flavor of Black teas like Ahmad Engligh #1, Tazo Awake, and Twinnings Breakfast teas. These all blend nicely with the Oolong , and I get the best of each ...ch"
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104021,A2TCC0C5CGAQM3,Janet,0,0,5,1338940800,Love this tea!,I am enjoying relaxing with my Oolong tea.  It is very smooth and has a wonderful flavor.  Prince of Peace is the best.
regular,discrim,B0010BQB6A,"Prince of Peace Organic Tea, Oolong",median_pt,7.770375,104020,A2A53RXP2HHIH,cutbow,0,0,4,1339459200,Interesting Tea,"For someone who generally finds green and white tea mostly uninspiring this provides and interesting change of pace.  I drink green and white tea for the antioxidants and not the taste.  I think I would still pretty much put this Oolong in that category but admittedly I simply am a coffee and black tea drinker.  It is a good, interesting product and I may have under rated it because of personal preference."
